seed,task_ms,duplicate_ratio,tasks,rep,arm,wall_seconds,executed,hits,misses,key_mismatches
1337,10.0000,0.2500,64,4,C,0.001089666,0,48,0,0
1337,10.0000,0.2500,64,5,A,0.148076427,64,0,0,0
1337,10.0000,0.2500,64,5,B,0.115653001,48,0,0,0
1337,10.0000,0.2500,64,5,C,0.001121026,0,48,0,0
1337,10.0000,0.2500,64,6,A,0.152763278,64,0,0,0
1337,10.0000,0.2500,64,6,B,0.116629895,48,0,0,0
1337,10.0000,0.2500,64,6,C,0.001090317,0,48,0,0
1337,10.0000,0.2500,64,7,A,0.149453343,64,0,0,0
1337,10.0000,0.2500,64,7,B,0.115311790,48,0,0,0
1337,10.0000,0.2500,64,7,C,0.001145130,0,48,0,0
1337,10.0000,0.2500,64,8,A,0.148424281,64,0,0,0
1337,10.0000,0.2500,64,8,B,0.114482563,48,0,0,0
1337,10.0000,0.2500,64,8,C,0.001158455,0,48,0,0
1337,10.0000,0.5000,64,0,A,0.150029214,64,0,0,0
1337,10.0000,0.5000,64,0,B,0.078900284,32,0,0,0
1337,10.0000,0.5000,64,0,C,0.001154318,0,32,0,0
1337,10.0000,0.5000,64,1,A,0.152733543,64,0,0,0
1337,10.0000,0.5000,64,1,B,0.078576676,32,0,0,0
1337,10.0000,0.5000,64,1,C,0.001105737,0,32,0,0
1337,10.0000,0.5000,64,2,A,0.150821613,64,0,0,0
1337,10.0000,0.5000,64,2,B,0.079043082,32,0,0,0
1337,10.0000,0.5000,64,2,C,0.001097871,0,32,0,0
1337,10.0000,0.5000,64,3,A,0.145753506,64,0,0,0
1337,10.0000,0.5000,64,3,B,0.078963293,32,0,0,0
1337,10.0000,0.5000,64,3,C,0.001107520,0,32,0,0
1337,10.0000,0.5000,64,4,A,0.152611173,64,0,0,0
1337,10.0000,0.5000,64,4,B,0.078947102,32,0,0,0
1337,10.0000,0.5000,64,4,C,0.001109313,0,32,0,0
1337,10.0000,0.5000,64,5,A,0.149642609,64,0,0,0
1337,10.0000,0.5000,64,5,B,0.078715337,32,0,0,0
1337,10.0000,0.5000,64,5,C,0.001082963,0,32,0,0
1337,10.0000,0.5000,64,6,A,0.147182188,64,0,0,0
1337,10.0000,0.5000,64,6,B,0.075645031,32,0,0,0
1337,10.0000,0.5000,64,6,C,0.001115324,0,32,0,0
1337,10.0000,0.5000,64,7,A,0.153631659,64,0,0,0
1337,10.0000,0.5000,64,7,B,0.079631447,32,0,0,0
1337,10.0000,0.5000,64,7,C,0.001126636,0,32,0,0
1337,10.0000,0.5000,64,8,A,0.148498860,64,0,0,0
1337,10.0000,0.5000,64,8,B,0.075292519,32,0,0,0
1337,10.0000,0.5000,64,8,C,0.001154548,0,32,0,0
1337,10.0000,0.7500,64,0,A,0.152728193,64,0,0,0
1337,10.0000,0.7500,64,0,B,0.040734153,16,0,0,0
1337,10.0000,0.7500,64,0,C,0.001101398,0,16,0,0
1337,10.0000,0.7500,64,1,A,0.147149356,64,0,0,0
1337,10.0000,0.7500,64,1,B,0.041656194,16,0,0,0
1337,10.0000,0.7500,64,1,C,0.001152324,0,16,0,0
1337,10.0000,0.7500,64,2,A,0.150392046,64,0,0,0
1337,10.0000,0.7500,64,2,B,0.041934257,16,0,0,0
1337,10.0000,0.7500,64,2,C,0.001107379,0,16,0,0
1337,10.0000,0.7500,64,3,A,0.148182777,64,0,0,0
1337,10.0000,0.7500,64,3,B,0.040411989,16,0,0,0
1337,10.0000,0.7500,64,3,C,0.001115104,0,16,0,0
1337,10.0000,0.7500,64,4,A,0.151273071,64,0,0,0
1337,10.0000,0.7500,64,4,B,0.041945358,16,0,0,0
1337,10.0000,0.7500,64,4,C,0.001139961,0,16,0,0
1337,10.0000,0.7500,64,5,A,0.149488229,64,0,0,0
1337,10.0000,0.7500,64,5,B,0.041307910,16,0,0,0
1337,10.0000,0.7500,64,5,C,0.001101569,0,16,0,0
1337,10.0000,0.7500,64,6,A,0.151721011,64,0,0,0
1337,10.0000,0.7500,64,6,B,0.040201883,16,0,0,0
1337,10.0000,0.7500,64,6,C,0.001087793,0,16,0,0
1337,10.0000,0.7500,64,7,A,0.154676612,64,0,0,0
1337,10.0000,0.7500,64,7,B,0.040111714,16,0,0,0
1337,10.0000,0.7500,64,7,C,0.001124972,0,16,0,0
1337,10.0000,0.7500,64,8,A,0.150542829,64,0,0,0
1337,10.0000,0.7500,64,8,B,0.039943729,16,0,0,0
1337,10.0000,0.7500,64,8,C,0.001128369,0,16,0,0
1337,50.0000,0.2500,64,0,A,0.720752885,64,0,0,0
1337,50.0000,0.2500,64,0,B,0.542748558,48,0,0,0
1337,50.0000,0.2500,64,0,C,0.001130242,0,48,0,0
1337,50.0000,0.2500,64,1,A,0.723921606,64,0,0,0
1337,50.0000,0.2500,64,1,B,0.546081827,48,0,0,0
1337,50.0000,0.2500,64,1,C,0.001156933,0,48,0,0
1337,50.0000,0.2500,64,2,A,0.722249916,64,0,0,0
1337,50.0000,0.2500,64,2,B,0.542586553,48,0,0,0
1337,50.0000,0.2500,64,2,C,0.001125443,0,48,0,0
1337,50.0000,0.2500,64,3,A,0.721239689,64,0,0,0
1337,50.0000,0.2500,64,3,B,0.540536814,48,0,0,0
1337,50.0000,0.2500,64,3,C,0.001144880,0,48,0,0
1337,50.0000,0.2500,64,4,A,0.720166464,64,0,0,0
1337,50.0000,0.2500,64,4,B,0.541773215,48,0,0,0
1337,50.0000,0.2500,64,4,C,0.001174927,0,48,0,0
1337,50.0000,0.2500,64,5,A,0.720425039,64,0,0,0
1337,50.0000,0.2500,64,5,B,0.540721020,48,0,0,0
1337,50.0000,0.2500,64,5,C,0.001165879,0,48,0,0
1337,50.0000,0.2500,64,6,A,0.725379743,64,0,0,0
1337,50.0000,0.2500,64,6,B,0.544952857,48,0,0,0
1337,50.0000,0.2500,64,6,C,0.001141914,0,48,0,0
1337,50.0000,0.2500,64,7,A,0.718538065,64,0,0,0
1337,50.0000,0.2500,64,7,B,0.542467890,48,0,0,0
1337,50.0000,0.2500,64,7,C,0.001136775,0,48,0,0
1337,50.0000,0.2500,64,8,A,0.750254965,64,0,0,0
1337,50.0000,0.2500,64,8,B,0.539481361,48,0,0,0
1337,50.0000,0.2500,64,8,C,0.001126325,0,48,0,0
1337,50.0000,0.5000,64,0,A,0.731132576,64,0,0,0
1337,50.0000,0.5000,64,0,B,0.364818228,32,0,0,0
1337,50.0000,0.5000,64,0,C,0.001155600,0,32,0,0
1337,50.0000,0.5000,64,1,A,0.722775922,64,0,0,0
1337,50.0000,0.5000,64,1,B,0.366783759,32,0,0,0
1337,50.0000,0.5000,64,1,C,0.001151181,0,32,0,0
1337,50.0000,0.5000,64,2,A,0.718299998,64,0,0,0
1337,50.0000,0.5000,64,2,B,0.365676219,32,0,0,0
1337,50.0000,0.5000,64,2,C,0.001132728,0,32,0,0
1337,50.0000,0.5000,64,3,A,0.764458256,64,0,0,0
1337,50.0000,0.5000,64,3,B,0.363792291,32,0,0,0
1337,50.0000,0.5000,64,3,C,0.001084948,0,32,0,0
1337,50.0000,0.5000,64,4,A,0.729025408,64,0,0,0
1337,50.0000,0.5000,64,4,B,0.366730599,32,0,0,0
1337,50.0000,0.5000,64,4,C,0.001162153,0,32,0,0
1337,50.0000,0.5000,64,5,A,0.718100672,64,0,0,0
1337,50.0000,0.5000,64,5,B,0.366994314,32,0,0,0
1337,50.0000,0.5000,64,5,C,0.001101599,0,32,0,0
1337,50.0000,0.5000,64,6,A,0.739803848,64,0,0,0
1337,50.0000,0.5000,64,6,B,0.360378370,32,0,0,0
1337,50.0000,0.5000,64,6,C,0.001135332,0,32,0,0
1337,50.0000,0.5000,64,7,A,0.737485064,64,0,0,0
1337,50.0000,0.5000,64,7,B,0.366015045,32,0,0,0
1337,50.0000,0.5000,64,7,C,0.001148867,0,32,0,0
1337,50.0000,0.5000,64,8,A,0.720122048,64,0,0,0
1337,50.0000,0.5000,64,8,B,0.374259437,32,0,0,0
1337,50.0000,0.5000,64,8,C,0.001130674,0,32,0,0
1337,50.0000,0.7500,64,0,A,0.764459027,64,0,0,0
1337,50.0000,0.7500,64,0,B,0.193015847,16,0,0,0
1337,50.0000,0.7500,64,0,C,0.001146342,0,16,0,0
1337,50.0000,0.7500,64,1,A,0.734287388,64,0,0,0
1337,50.0000,0.7500,64,1,B,0.183860344,16,0,0,0
1337,50.0000,0.7500,64,1,C,0.001114142,0,16,0,0
1337,50.0000,0.7500,64,2,A,0.718744380,64,0,0,0
1337,50.0000,0.7500,64,2,B,0.192751760,16,0,0,0
1337,50.0000,0.7500,64,2,C,0.001132347,0,16,0,0
1337,50.0000,0.7500,64,3,A,0.721617456,64,0,0,0
1337,50.0000,0.7500,64,3,B,0.183766518,16,0,0,0
1337,50.0000,0.7500,64,3,C,0.001108161,0,16,0,0
1337,50.0000,0.7500,64,4,A,0.720899918,64,0,0,0
1337,50.0000,0.7500,64,4,B,0.184709148,16,0,0,0
1337,50.0000,0.7500,64,4,C,0.001114333,0,16,0,0
1337,50.0000,0.7500,64,5,A,0.738616126,64,0,0,0
1337,50.0000,0.7500,64,5,B,0.193217294,16,0,0,0
1337,50.0000,0.7500,64,5,C,0.001135532,0,16,0,0
1337,50.0000,0.7500,64,6,A,0.720554750,64,0,0,0
1337,50.0000,0.7500,64,6,B,0.184087711,16,0,0,0
1337,50.0000,0.7500,64,6,C,0.001138698,0,16,0,0
1337,50.0000,0.7500,64,7,A,0.735634838,64,0,0,0
1337,50.0000,0.7500,64,7,B,0.187023022,16,0,0,0
1337,50.0000,0.7500,64,7,C,0.001154538,0,16,0,0
1337,50.0000,0.7500,64,8,A,0.722484714,64,0,0,0
1337,50.0000,0.7500,64,8,B,0.193566481,16,0,0,0
1337,50.0000,0.7500,64,8,C,0.001110065,0,16,0,0
